,Rating,Title,Review,Review_Date
4100,1.0,"Calling issues, not getting proper voice on call. We are getting some disturbance on call","Calling issues, not getting proper voice on call. We are getting some disturbance on call.Please tell me how to resolve calling issues.I recommend never buy this mobile",19 August 2022
4101,5.0,Just Wow 🔥,Nice 📷 Quality.Best Gaming Phone 😁,11 March 2022
4102,5.0,Nice mobile,Nice mobile,21 March 2022
4103,5.0,Nice⚡⚡,Charging is very fast ⚡⚡,14 March 2022
4104,5.0,Owsm😘😘,Owsm,21 March 2022
4105,5.0,One of the best phone in the same category,,20 March 2022
4106,5.0,Loving it 😍,,21 March 2022
4107,5.0,My best phone OnePlus Nord CE2 8/128,Quality is best,19 March 2022
4108,5.0,Good,Good,22 March 2022
4109,5.0,Excellent,Excellent,22 March 2022
4110,5.0,Just brilliant,Just too brilliant,18 March 2022
4111,5.0,Awesome phone in budget especially speed charging option is very nice,Awesome phone,20 March 2022
4112,5.0,review rates,worst product,20 March 2022
4113,5.0,Super,Very Good Mobile,18 March 2022
4114,5.0,Fully satisfied,There has been many issues about this product reported by others but i am completely satisfied,6 March 2022
4115,5.0,look is so good,phone is good and nice look,13 March 2022
4116,1.0,Don't working with Android auto car this mobile.,Nord 2 ce isn't connect with Android auto with car device. So please don't purchase this mobile. I went service centre many times but problem isn't solve. Or not response for my complain. So guys don't purchase this one plus mobile.,12 August 2022
4117,5.0,Good mobile for use,Good,21 March 2022
4118,5.0,overall very good,nice phone,19 March 2022
4119,5.0,Nice Mobile,"The media could not be loaded.
                



 This is the best phone at this price.##@@Awesome@@##",6 April 2022
4120,5.0,Nice,Nice,22 March 2022
4121,5.0,Nice ..,Verey nice phone,18 March 2022
4122,5.0,Very nice,Very good,19 March 2022
4123,5.0,Nyc,Nyc,21 March 2022
4124,5.0,Refresh rate and screen quality and camera also,Branded products. Awesome to use.,14 March 2022
4125,5.0,Good,Nice,21 March 2022
4126,1.0,average phone,average phone... could be atleast 8 or 9K cheaper,6 September 2022
4127,5.0,Awesome Phone,Camera,21 March 2022
4128,5.0,Very nice product,,19 March 2022
4129,5.0,Awesome 😎👍,,19 March 2022
4130,5.0,Bestest,Bestest 🐱,Reviewed in India 🇮🇳 on 19 March 2022
4131,5.0,1+ is always a 1+,Reasonably priced,Reviewed in India 🇮🇳 on 19 March 2022
4132,5.0,Good,Good,Reviewed in India 🇮🇳 on 21 March 2022
4133,5.0,Camera is beyond,Awesome,Reviewed in India 🇮🇳 on 21 March 2022
4134,5.0,"Amazing user experience, very smooth to use",Very smooth to use,Reviewed in India 🇮🇳 on 15 March 2022
4135,3.0,Phone hang issue,"The media could not be loaded.
                



 Phone is good but this phone hang in every 1 hr also phone head sar is very high 1.023 W/Kg",Reviewed in India 🇮🇳 on 6 March 2022
4136,2.0,Camera flash is not working,Camera flash light not working,Reviewed in India 🇮🇳 on 10 June 2022
4137,5.0,Nord ce 5g,Nice phone in this price....... Camera quality decent..... Battery life decent......,Reviewed in India 🇮🇳 on 3 March 2022
4138,2.0,Hang problem,"The media could not be loaded.
                



 At starting 2 days it was performing good and I have given 5 rating and now I reduced it 2. Continuous hang problem is going on in phone.i need restart it at least 2 times in a day. The processor is not taking load. Even when I am writing this review the back gesture is not working.",Reviewed in India 🇮🇳 on 5 March 2022
4139,5.0,Wow,Wow,Reviewed in India 🇮🇳 on 21 March 2022
4140,5.0,Ok,Ok,20 March 2022
4141,5.0,Best phone,,18 March 2022
4142,2.0,Battery is very Bad heat up a lot,Battery is very Bad and phone heats up a lot,4 June 2022
4143,5.0,Nice phone 📱,Nice phone  some missing alert sliders only overlay performance very nice,28 February 2022
4144,5.0,Ok,Ok,20 March 2022
4145,5.0,Like everyone love everyone,Like everyone love everyone,14 March 2022
4146,5.0,One Plus is number one,"Camera is excellent. First time user of One Plus, too good phone",27 February 2022
4147,1.0,Worst experience ever,"I give 0 starBecause when i received OnePlus Nord CE phoneIt's dead condition phoneNot turn onI request to Amazon replace this item they accept the replace request and after they reject my replace request...I'm paying 25,000 to UPISo i try many time to please replace product otherwise give me my refund backBecause phone is used condition and also dead phone",23 July 2022
4148,5.0,Good phone...,Every thing good...,17 March 2022
4149,5.0,BEST ANDROID PHONE,"Brilliant phone, camera, light weight. Phone has single speaker but woh baap hai.",26 February 2022
4150,5.0,The Brand Name,Better than MI and realme,Reviewed in India 🇮🇳 on 12 March 2022
4151,5.0,Nice phone,Good looking,Reviewed in India 🇮🇳 on 17 March 2022
4152,2.0,Micro camera not good results quality we have campers other brand 2 mp camera,During phone charging time heating observe.Micro camera quality issue ( camper with other brand )Call recoding option not inbilt ( camper other brand )During video call  heating  phoneUse GPS  MAP  during  overheating  . Only 1 hrs use GPS and battery fast down.We need all option please update phone. And in bilt auto call record .,Reviewed in India 🇮🇳 on 4 March 2022
4153,1.0,Hanging,Battery or fingerprint fir thik hai,Reviewed in India 🇮🇳 on 10 September 2022
4154,5.0,Best product,Like the product,Reviewed in India 🇮🇳 on 16 March 2022
4155,5.0,It's good,OSM🤗,Reviewed in India 🇮🇳 on 19 March 2022
4156,5.0,Some issue in battery charging. It is not charged 100% 15 minutes,I am not use all functions of this mobile,Reviewed in India 🇮🇳 on 8 March 2022
4157,5.0,"Obviously a good product , orginal","The best from OnePlus , mid range product and best in class , good camera , good display , smoothening",Reviewed in India 🇮🇳 on 26 February 2022
4158,5.0,NICE PHONE MUST BUY!!!!,Don't  but it for more than 21k,Reviewed in India 🇮🇳 on 7 March 2022
4159,5.0,Amazing product,"I am very happy with the purchase, worth buying...",Reviewed in India 🇮🇳 on 5 March 2022
4160,5.0,Looking good after first day use.,Will share details review later.,Reviewed in India 🇮🇳 on 14 March 2022
4161,5.0,Good,Good,Reviewed in India 🇮🇳 on 20 March 2022
4162,5.0,Camera is very good,Overall,Reviewed in India 🇮🇳 on 19 March 2022
4163,5.0,अच्छा है काफी हद तक,बहुत अच्छा है,Reviewed in India 🇮🇳 on 16 March 2022
4164,5.0,Superb.... Go for it without thinking,,Reviewed in India 🇮🇳 on 18 March 2022
4165,5.0,It's a great experience with OnePlus 1st time..,Feeling loved with OnePlus,Reviewed in India 🇮🇳 on 18 March 2022
4166,5.0,"Super, good product in pocket friendly price cemera quality is exlent",Cemera quality is most liked thing and charging speedBatary backup is dislike,Reviewed in India 🇮🇳 on 26 February 2022
4167,5.0,One of the best mobile in range.,,Reviewed in India 🇮🇳 on 17 March 2022
4168,5.0,Good,,Reviewed in India 🇮🇳 on 17 March 2022
4169,5.0,Super OnePlus,,Reviewed in India 🇮🇳 on 17 March 2022
4170,5.0,Good smartphone,Good phone camera are average but overall thing is nice,Reviewed in India 🇮🇳 on 26 February 2022
4171,5.0,Nice product,Good working fingerprint and face lock. battery charger only 20 to 25 min.,Reviewed in India 🇮🇳 on 7 March 2022
4172,5.0,Good,Good,Reviewed in India 🇮🇳 on 19 March 2022
4173,5.0,Camera 📸 not good,Ok,Reviewed in India 🇮🇳 on 19 March 2022
4174,5.0,Supar,,Reviewed in India 🇮🇳 on 17 March 2022
4175,5.0,Good one,Very good phone,Reviewed in India 🇮🇳 on 15 March 2022
4176,5.0,A very good mobile phone.,Good mobile good battery back up,Reviewed in India 🇮🇳 on 9 March 2022
4177,1.0,Pink line issue after Android 12 update,Pink line issue after Android 12 update.,Reviewed in India 🇮🇳 on 19 September 2022
4178,5.0,Good One,Best performance,Reviewed in India 🇮🇳 on 16 March 2022
4179,5.0,Awesome,Camera is good and performance is very fast,Reviewed in India 🇮🇳 on 6 March 2022
4180,5.0,It's amazing,Best android phone I have used till date..battery life is so gud,26 February 2022
4181,5.0,Nice,Camera,20 March 2022
4182,5.0,Good quality phone 🤠,"Battery power is good , camera is good..",9 March 2022
4183,5.0,My branded,I like this phone,13 March 2022
4184,1.0,Poor product quality and poor service,I purchased one plus nord ce 2 5G on 29th April from Amazon and phone was delivered on 1st May. Phone screen freezed on 20th May and I dropped the phone at your authorised service centre in jammu.As per service centre people the phone sreen is not working. How can it be that within 20 days of purchase the phone screen turns to be faulty and the service centre that they does not have spare parts to repair it . What warranty the company is offering if spare aren’t available. This was my first purcahse and i I think this will also turn out to be last with this kind of product and service. No response from customer care. Now they have given me 27 June date for receiving parts then it will be repaired,12 June 2022
4185,2.0,Heating issue,So much heating,12 June 2022
4186,5.0,Good,Good 👍 so smooth tuch nice looking super,5 March 2022
4187,1.0,Heating Issues,This phone has the heating issues even if you're phone/sd card memory is empty still after a short usage or even after a call phone starts heating up to an extent it becomes difficult to use.Overall performance is Okay but company should work on the heating problem.,2 August 2022
4188,5.0,Nice product,Nice product,16 March 2022
4189,5.0,Compatible,Easy to operate ....quick response!!all over fit in your budget !!!!:::,26 February 2022
4190,5.0,Camera is not bad,Lke,18 March 2022
4191,5.0,Very nice,Good product with this price and worthy it......,5 March 2022
4192,5.0,Very good Quality camera and super charging fone smooth 🙂,,16 March 2022
4193,5.0,Go for it,Must but good quality phone. Everything is there in it.,4 March 2022
4194,5.0,Brilliant,Awesome,18 March 2022
4195,5.0,Great,,21 March 2022
4196,5.0,Nice,Outstanding performance💯💯,16 March 2022
4197,5.0,"Good, Budgeted Phone",For Daily uses,14 March 2022
4198,5.0,Best phone in this budget.. Fabulous 😍,Best phone in this budget.. Fabulous 😍Overall experience good 👍,28 February 2022
4199,5.0,Awesome phone,Vera level phone pakka sound quality,8 March 2022
4200,5.0,Good quality,Good quality,Reviewed in India 🇮🇳 on 15 March 2022
4201,5.0,NO comments on Quality of One Plus phones,"best performance, light weight and good value for money product.",Reviewed in India 🇮🇳 on 1 March 2022
4202,5.0,Good phone value for money,,Reviewed in India 🇮🇳 on 15 March 2022
4203,5.0,Good,Almost everything good for this price,Reviewed in India 🇮🇳 on 8 March 2022
4204,5.0,Supab phone 📱,Nice 🤳,Reviewed in India 🇮🇳 on 15 March 2022
4205,5.0,Nice product ❣️,I like this product ❣️Camera quality 😘,Reviewed in India 🇮🇳 on 6 March 2022
4206,5.0,Worth it,Very good,Reviewed in India 🇮🇳 on 17 March 2022
4207,2.0,Mobile heating too much kindly replace the mobile,"When I use the mobile mobile heating too much and operating also not good,Am unsatisfied. Please replace the mobile this phone heating too much",Reviewed in India 🇮🇳 on 1 May 2022
4208,5.0,Camera quality and good Battery backup,I m Happy for this product,Reviewed in India 🇮🇳 on 8 March 2022
4209,5.0,Great phone to go with I have upgraded from OnePlus 6 to this and good decision to go with OnePlus,Value for money smooth and the look of phone is great,Reviewed in India 🇮🇳 on 1 March 2022
4210,5.0,Excellent,Everything is excellent,Reviewed in India 🇮🇳 on 12 March 2022
4211,2.0,Headphone is not working with it,"Headphone is not working in this set, and customer support wing is very bad",Reviewed in India 🇮🇳 on 24 May 2022
4212,5.0,Best budget phone,Amazing display and low weight...easy to use in one hand...,Reviewed in India 🇮🇳 on 28 February 2022
4213,5.0,This is a badass budget smart phone by OnePlus.,It's extremely light and glossy. The camera quality is superb,Reviewed in India 🇮🇳 on 28 February 2022
4214,5.0,Nice phone at this price,Good phone at this price.,Reviewed in India 🇮🇳 on 10 March 2022
4215,5.0,Best Quality,Best Quality phone...price is little bit more..,Reviewed in India 🇮🇳 on 5 March 2022
4216,2.0,Camera quality is very worstt,Camera quality is very worstt,Reviewed in India 🇮🇳 on 7 June 2022
4217,1.0,Worst camera quality,Camera quality is worst ever I seen that too in one plus mobile. Please don't go blindly only for one plus.,Reviewed in India 🇮🇳 on 21 August 2022
